Date,Manufacturing Growth,Mining Growth,Agriculture Growth
2002-02-01,-0.6644518272425148,2.4256289439196403,1.33938215597321
2002-03-01,2.6755852842809205,2.52313085667374,1.32167981240675
2002-04-01,-1.4115092290987945,1.74694579806018,5.44918998527246
2002-05-01,1.5418502202643138,1.0562447212136001,5.98563447725459
2002-06-01,-0.7592190889370918,-4.0967152084402105,-2.52259036144577
2002-07-01,-0.6557377049180351,-7.8648099478575,-3.80455774430282
2002-08-01,1.2101210121012185,-6.388946510152991,0.0
2002-09-01,0.9782608695652204,1.9105862594707599,1.86709496085124
2002-10-01,-0.6458557588805187,-1.2339963336960802,2.44383129680722
2002-11-01,-0.8667388949079158,1.4207989887551498,1.00038476337053
2002-12-01,0.5464480874316998,-2.96641196161663,-3.14285714285713
2003-01-01,-1.41304347826087,-0.4733198323364601,-3.65781710914455
2003-02-01,-0.2205071664829155,-7.3835002097157405,0.0
2003-03-01,-1.8784530386740308,-6.88546824342528,6.32782200449071
2003-04-01,2.0270270270270085,-3.40325235696115,0.825494336724884
2003-05-01,-1.7660044150110272,3.7401722201422696,-7.48286367098247
2003-06-01,0.4494382022472133,7.97836131917801,-5.74192220621528
2003-07-01,0.894854586129736,-0.49546372361906105,4.73799126637555
2003-08-01,-1.884700665188468,4.70781458303655,3.87742338961852
2003-09-01,0.0,3.1466152813159702,1.24423038330324
2003-10-01,0.2259887005649641,1.79438370340978,-4.49950445986127
2003-11-01,1.4656144306651768,2.63254097937521,-0.435865504358651
2003-12-01,-1.4444444444444573,2.8768663036281605,0.0
2004-01-01,1.691093573844425,7.73120630286437,-0.854700854700856
2004-02-01,0.4434589800443309,0.45827799357965904,6.51808242220352
2004-03-01,1.5452538631346795,-0.184577030946621,1.83576786419268
2004-04-01,-1.847826086956532,-0.662731840685735,4.30315952704012
2004-05-01,5.537098560354372,-5.44638830645349,0.39026203307935
2004-06-01,-2.6232948583420823,0.357265429628156,5.73861532765644
2004-07-01,0.8620689655172483,-1.18223579259282,-3.01120448179273
2004-08-01,1.9230769230769296,6.04288325058331,-4.29602888086643
2004-09-01,-0.8385744234800905,6.390972873548599,4.4888721237269
2004-10-01,-0.31712473572938793,3.76464301283944,2.47292418772564
2004-11-01,-1.2725344644750838,3.3557348277451005,3.10022899418707
2004-12-01,1.5037593984962616,1.7600494348025302,-3.29745429694175
2005-01-01,1.7989417989417968,1.9911103522758502,-8.09187279151945
2005-02-01,-0.6237006237006373,3.9560420470122897,-0.40369088811995
2005-03-01,-0.1046025104602359,2.22401824243387,8.37676124300328
2005-04-01,0.0,-3.37397920892871,7.37310774710597
2005-05-01,0.523560209424066,1.69091116025973,3.43340520816057
2005-06-01,-1.0416666666666548,6.88455116338161,-2.64592687620271
2005-07-01,0.5263157894736898,4.24369777626843,5.10624279360897
2005-08-01,0.3141361256544396,5.33823818864234,4.38802695502272
2005-09-01,3.5490605427975024,4.20773674599975,4.50382825401593
2005-10-01,-4.334677419354838,-0.200577867060899,1.72389024565434
2005-11-01,0.7376185458377107,5.90155524839799,-4.53325801440476
2005-12-01,0.836820083682015,3.1512181024361,-4.58579881656804
2006-01-01,3.7344398340248968,6.3001218236800804,-1.17829457364339
2006-02-01,-3.500000000000004,3.5280597218783702,2.3219328522121
2006-03-01,0.2072538860103672,1.28044839915606,-1.73259736277215
2006-04-01,2.5853154084798398,6.23876738955661,3.27664222187548
2006-05-01,-1.512096774193542,0.469522019591274,6.19428916754798
2006-06-01,2.558853633572141,-4.65625925133159,5.29236022193769
2006-07-01,1.7964071856287485,4.269454269454259,3.49952709093364
2006-08-01,-1.5686274509804046,1.8496327060636801,4.17754569190601
2006-09-01,2.290836653386477,2.98442672386802,-4.66165413533835
2006-10-01,-0.09737098344694034,5.03139190992558,-6.79547844374343
2006-11-01,-0.1949317738791357,3.24597229652117,-3.06021717670285
2006-12-01,1.4648437500000049,2.23324538970494,-1.06197265056736
2007-01-01,0.0,3.03487170435961,1.02926040288191
2007-02-01,0.3849855630413729,4.682814763822059,-3.46383350312908
2007-03-01,-0.1917545541706764,-0.28525636369057694,3.73888135082164
2007-04-01,-0.28818443804032545,7.235396446659441,10.3182676936492
2007-05-01,1.5414258188824568,1.7228347109861202,4.65024370965619
2007-06-01,-2.1821631878557874,1.2347054626235,2.98338368580061
2007-07-01,0.6789524733268766,1.44675682798183,-1.00232245446769
